レコードID,会社名,医療機関コード（正）,郵便番号,都道府県／地域,市区町村,ウェブサイトURL,正規化名,名寄せキー種別,重複グループID,代表フラグ,検索クエリ
313707923162,川口医院,2610307601,604-8812,京都府,京都市中京区壬生相合町１番地,,川口医院,CODE,G004453,代表,川口医院 京都市中京区 公式サイト
313544877813,ひろこ心の診療所,2610205078,602-0023,京都府,京都市上京区烏丸通上立売下る御所八幡町１１０番地１４　烏丸今出川ビル５Ｆ,,ひろこ心の診療所,CODE,G004454,代表,ひろこ心の診療所 京都市上京区 公式サイト
313656141550,にった整形外科クリニック,2815203357,651-2113,兵庫県,神戸市西区伊川谷町有瀬１０５２番地の４,,にった整形外科クリニック,CODE,G004455,代表,にった整形外科クリニック 神戸市西区 公式サイト
313700814575,川西ほんわか訪問診療クリニック,2813103500,666-0017,兵庫県,川西市火打２丁目２－１４,,川西ほんわか訪問診療クリニック,CODE,G004456,代表,川西ほんわか訪問診療クリニック 川西市 公式サイト
313707873013,医療法人社団菫会伊川谷病院,2815203050,651-2111,兵庫県,神戸市西区池上２丁目４番地の２,,菫会伊川谷病院,CODE,G004457,代表,医療法人社団菫会伊川谷病院 神戸市西区 公式サイト
313587873484,あいしんクリニック泌尿器科,2815106915,651-0055,兵庫県,神戸市中央区熊内橋通７丁目１番１３号神戸芸術センター４Ｆ,,あいしんクリニック泌尿器科,CODE,G004458,代表,あいしんクリニック泌尿器科 神戸市中央区 公式サイト
313707843295,川崎重工業株式会社神戸工場診療所,2815100884,650-0044,兵庫県,神戸市中央区東川崎町３丁目１－１,,川崎重工業株式会社神戸工場診療所,CODE,G004459,代表,川崎重工業株式会社神戸工場診療所 神戸市中央区 公式サイト
313587873483,独立行政法人地域医療機能推進機構　神戸中央病院,2815001207,651-1145,兵庫県,神戸市北区惣山町２丁目１－１,,地域医療機能推進機構神戸中央病院,CODE,G004460,代表,独立行政法人地域医療機能推進機構 神戸中央病院 神戸市北区 公式サイト
313571674871,橋本健志クリニック,2815109711,651-0055,兵庫県,神戸市中央区熊内橋通７丁目１－１３神戸芸術センタービル４Ｆ,,橋本健志クリニック,CODE,G004461,代表,橋本健志クリニック 神戸市中央区 公式サイト
313504634566,山手クリニック,2815105768,650-0021,兵庫県,神戸市中央区三宮町１丁目４－４,,山手クリニック,CODE,G004462,代表,山手クリニック 神戸市中央区 公式サイト
313656141549,おかのうえクリニック,2813103211,666-0007,兵庫県,川西市鴬が丘１９番１０号,,おかのうえクリニック,CODE,G004463,代表,おかのうえクリニック 川西市 公式サイト
313656141548,こやまクリニック,2815003120,651-1243,兵庫県,神戸市北区山田町下谷上字梅木谷４２の４,,こやまクリニック,CODE,G004464,代表,こやまクリニック 神戸市北区 公式サイト
313553855162,井上心療クリニック,2815106394,650-0022,兵庫県,神戸市中央区元町通３丁目１番１号メディカルビル翔貴６階,,井上心療クリニック,CODE,G004465,代表,井上心療クリニック 神戸市中央区 公式サイト
313656141547,鈴木医院,2815106071,651-0056,兵庫県,神戸市中央区熊内町２丁目１０－２,,鈴木医院,CODE,G004466,代表,鈴木医院 神戸市中央区 公式サイト
313587873482,Ｃａｍａｃ　ケア＆サポート　クリニック,2813305634,664-0851,兵庫県,伊丹市中央４－４－１８ＴＦＰビル３Ｆ,,camacケア&サポトクリニック,CODE,G004467,代表,Camac ケア&サポート クリニック 伊丹市 公式サイト
313707873012,柴本内科循環器科,2813303530,664-0858,兵庫県,伊丹市西台３丁目１－４,,柴本内科循環器科,CODE,G004468,代表,柴本内科循環器科 伊丹市 公式サイト
313553854201,西田医院,2813600844,679-4167,兵庫県,たつの市龍野町富永２０８,,西田医院,CODE,G004469,代表,西田医院 たつの市 公式サイト
313707806440,そよかぜ診療所,2814900946,669-5103,兵庫県,朝来市山東町矢名瀬町８４７番地,,そよかぜ診療所,CODE,G004470,代表,そよかぜ診療所 朝来市 公式サイト
313700814574,はりまこどものこころ診療所,2814022899,670-0081,兵庫県,姫路市田寺東４丁目１７番８号,,はりまこどものこころ診療所,CODE,G004471,代表,はりまこどものこころ診療所 姫路市 公式サイト
313700709111,くるす医院,2814009318,671-1107,兵庫県,姫路市広畑区西蒲田３７－１,,くるす医院,CODE,G004472,代表,くるす医院 姫路市広畑区 公式サイト
313707806439,大野整形外科,2813400955,679-2315,兵庫県,神崎郡市川町西川辺字中ノ供御６１２,,大野整形外科,CODE,G004473,代表,大野整形外科 神崎郡市 公式サイト
313700744914,大田医院,2814008088,670-0081,兵庫県,姫路市田寺東２丁目２３－１,,大田医院,CODE,G004474,代表,大田医院 姫路市 公式サイト
313663161051,三木眼科,2814006777,672-8051,兵庫県,姫路市飾磨区清水７２,,三木眼科,CODE,G004475,代表,三木眼科 姫路市飾磨区 公式サイト
313587873481,菊川荒木内科心療内科,2814006504,670-0804,兵庫県,姫路市保城２９６の１,,菊川荒木内科心療内科,CODE,G004476,代表,菊川荒木内科心療内科 姫路市 公式サイト
313707923161,さくらホームケアクリニック,2813102734,666-0121,兵庫県,川西市平野三丁目１８番２７号,,さくらホムケアクリニック,CODE,G004477,代表,さくらホームケアクリニック 川西市 公式サイト
313700744913,医療法人琢生会　阪神バースクリニック,2813028152,661-0972,兵庫県,尼崎市小中島２丁目２０－１６,,琢生会阪神バスクリニック,CODE,G004478,代表,医療法人琢生会 阪神バースクリニック 尼崎市 公式サイト
313700662985,梅田皮膚科クリニック,2813304397,664-0896,兵庫県,伊丹市船原２－２－３,,梅田皮膚科クリニック,CODE,G004479,代表,梅田皮膚科クリニック 伊丹市 公式サイト
313561076415,おおで眼科クリニック,,664-0865,兵庫県,伊丹市南野２丁目９－１１神港ビル１階,,おおで眼科クリニック,ZIP+NAME,G004480,代表,おおで眼科クリニック 伊丹市 公式サイト
313707843294,庄村医院,2813027865,661-0003,兵庫県,尼崎市富松町１－１－２９,,庄村医院,CODE,G004481,代表,庄村医院 尼崎市 公式サイト
313587873480,井上内科クリニック,2813023641,661-0967,兵庫県,尼崎市浜３丁目１番３６号,,井上内科クリニック,CODE,G004482,代表,井上内科クリニック 尼崎市 公式サイト
313561076414,あまなクリニック,2813026644,660-0883,兵庫県,尼崎市神田北通一丁目７番地１,,あまなクリニック,CODE,G004483,代表,あまなクリニック 尼崎市 公式サイト
313707843293,阪神医療生活協同組合　小中島診療所,2813025471,661-0972,兵庫県,尼崎市小中島２丁目８番８号,,阪神医療生活協同組合小中島診療所,CODE,G004484,代表,阪神医療生活協同組合 小中島診療所 尼崎市 公式サイト
313700744912,塩山心療内科,2813025455,660-0052,兵庫県,尼崎市七松町１丁目２番１－６０１Ｅ,,塩山心療内科,CODE,G004485,代表,塩山心療内科 尼崎市 公式サイト
313571674870,わだ脳神経外科クリニック,2813025380,660-0803,兵庫県,尼崎市長洲本通１－１０－１アテーナ２１・１Ｆ,,わだ脳神経外科クリニック,CODE,G004486,代表,わだ脳神経外科クリニック 尼崎市 公式サイト
313663161050,あらい内科医院,2813022916,661-0012,兵庫県,尼崎市南塚口町１丁目１２－２３,,あらい内科医院,CODE,G004487,代表,あらい内科医院 尼崎市 公式サイト
313587873479,渡部耳鼻咽喉科医院,2813024979,661-0033,兵庫県,尼崎市南武庫之荘１－１９－２７,,渡部耳鼻咽喉科医院,CODE,G004488,代表,渡部耳鼻咽喉科医院 尼崎市 公式サイト
313700814573,松村クリニック,2813020761,661-0043,兵庫県,尼崎市武庫元町２丁目２０－５,,松村クリニック,CODE,G004489,代表,松村クリニック 尼崎市 公式サイト
313544877812,徳田こどもクリニック,2813022098,661-0965,兵庫県,尼崎市次屋３－６－５０,,徳田こどもクリニック,CODE,G004490,代表,徳田こどもクリニック 尼崎市 公式サイト
313700814572,明石クリニック,2813009277,661-0002,兵庫県,尼崎市塚口町６丁目１８－１１,,明石クリニック,CODE,G004491,代表,明石クリニック 尼崎市 公式サイト
313700782793,大隅医院,,679-0322,兵庫県,西脇市黒田庄町石原２６５－１,,大隅医院,ZIP+NAME,G004492,代表,大隅医院 西脇市 公式サイト
313700662984,岡本クリニック,2812800692,675-0144,兵庫県,加古郡播磨町北本荘５丁目１０番１１号,,岡本クリニック,CODE,G004493,代表,岡本クリニック 加古郡播磨町 公式サイト
313571674869,医療法人尼崎厚生会立花病院,2813002728,661-0025,兵庫県,尼崎市立花町４丁目３－１８,,尼崎厚生会立花病院,CODE,G004494,代表,医療法人尼崎厚生会立花病院 尼崎市 公式サイト
313707806438,森クリニック,2813020340,661-0001,兵庫県,尼崎市塚口本町３丁目３２－２０つかしんロイヤルハイツ２階,,森クリニック,CODE,G004495,代表,森クリニック 尼崎市 公式サイト
313707873011,近藤泌尿器科クリニック,2812301709,673-0434,兵庫県,三木市別所町小林７２５－４,,近藤泌尿器科クリニック,CODE,G004496,代表,近藤泌尿器科クリニック 三木市 公式サイト
313656141546,みきやまクリニック,2812301899,673-0403,兵庫県,三木市末広二丁目１２番２３号,,みきやまクリニック,CODE,G004497,代表,みきやまクリニック 三木市 公式サイト
313700709110,よねだ整形外科,2812101869,676-0825,兵庫県,高砂市阿弥陀町北池３５,,よねだ整形外科,CODE,G004498,代表,よねだ整形外科 高砂市 公式サイト
313707923160,大北・牛尾クリニック,2812101687,676-0812,兵庫県,高砂市中筋１丁目１０－４８,,大北牛尾クリニック,CODE,G004499,代表,大北・牛尾クリニック 高砂市 公式サイト
313553854200,シーサイドクリニック,2812007728,674-0065,兵庫県,明石市大久保町西島７８０番地１,,シサイドクリニック,CODE,G004500,代表,シーサイドクリニック 明石市 公式サイト
313587873478,串田整形外科・リウマチ科クリニック,2813027568,661-0035,兵庫県,尼崎市武庫之荘５－３３－３,,串田整形外科リウマチ科クリニック,CODE,G004501,代表,串田整形外科・リウマチ科クリニック 尼崎市 公式サイト
313707806437,幸田医院,2813027931,660-0875,兵庫県,尼崎市南竹谷町１丁目１１番地,,幸田医院,CODE,G004502,代表,幸田医院 尼崎市 公式サイト
313707843292,田畑クリニック,2813101744,666-0142,兵庫県,川西市清和台東３丁目２－４,,田畑クリニック,CODE,G004503,代表,田畑クリニック 川西市 公式サイト
313700782792,ＪＵＮレディースクリニック,2813026990,661-0976,兵庫県,尼崎市潮江１丁目３番４３号緑遊新都心ビル２階,,junレディスクリニック,CODE,G004504,代表,JUNレディースクリニック 尼崎市 公式サイト
313700782791,尼崎医療生協病院,2813024698,661-0033,兵庫県,尼崎市南武庫之荘１２丁目１６番地１号,,尼崎病院,CODE,G004505,代表,尼崎医療生協病院 尼崎市 公式サイト
313700662983,加藤道夫肝臓内科クリニック,2813026693,661-0012,兵庫県,尼崎市南塚口町２丁目１番塚口さんさんタウン２番館３１０号,,加藤道夫肝臓内科クリニック,CODE,G004506,代表,加藤道夫肝臓内科クリニック 尼崎市 公式サイト
313571674868,むらお心療内科,2812007553,673-0005,兵庫県,明石市小久保２－１０－１リラシオ西明石駅前１Ｆ,,むらお心療内科,CODE,G004507,代表,むらお心療内科 明石市 公式サイト
313561076413,北川医院,2813102080,666-0033,兵庫県,川西市栄町４番１号,,北川医院,CODE,G004508,代表,北川医院 川西市 公式サイト
313544877811,尼崎駅前メンタルクリニック,2813025588,661-0976,兵庫県,尼崎市潮江１丁目３番４３号２Ｆ,,尼崎駅前メンタルクリニック,CODE,G004509,代表,尼崎駅前メンタルクリニック 尼崎市 公式サイト
313707923159,ときよし形成外科　まぶたと美容のクリニック,2812205314,675-0066,兵庫県,加古川市加古川町寺家町３０３ニッケパークタウンクリニックモール加古川　３Ｆ,,ときよし形成外科まぶたと美容のクリニック,CODE,G004510,代表,ときよし形成外科 まぶたと美容のクリニック 加古川市 公式サイト
313663161049,清家クリニック,2813021603,661-0002,兵庫県,尼崎市塚口町６丁目３４－４,,清家クリニック,CODE,G004511,代表,清家クリニック 尼崎市 公式サイト
313656141545,藤田メンタルクリニック,2813024227,661-0033,兵庫県,尼崎市南武庫之荘１丁目２９番３７号フォルザ武庫之荘１０３号,,藤田メンタルクリニック,CODE,G004512,代表,藤田メンタルクリニック 尼崎市 公式サイト
313656141544,笹部内科クリニック,2813024755,661-0003,兵庫県,尼崎市富松町１－２９－１８,,笹部内科クリニック,CODE,G004513,代表,笹部内科クリニック 尼崎市 公式サイト
313587873477,松本皮膚科,2813021330,661-0032,兵庫県,尼崎市武庫之荘東２丁目１－１４,,松本皮膚科,CODE,G004514,代表,松本皮膚科 尼崎市 公式サイト
313544877810,安田内科・循環器内科クリニック,2812601041,675-2303,兵庫県,加西市北条町古坂６７１番地,,安田内科循環器内科クリニック,CODE,G004515,代表,安田内科・循環器内科クリニック 加西市 公式サイト
313504634565,作道診療所,2813009129,661-0978,兵庫県,尼崎市久々知西町２丁目２－７,,作道診療所,CODE,G004516,代表,作道診療所 尼崎市 公式サイト
313707806436,多可町国民健康保険八千代診療所,2812700413,677-0105,兵庫県,多可郡多可町八千代区下村１０９－１,,多可町国民健康保険八千代診療所,CODE,G004517,代表,多可町国民健康保険八千代診療所 多可郡多可町 公式サイト
313700744911,くまがいこどもクリニック,2813022478,661-0953,兵庫県,尼崎市東園田町９丁目３７－１１,,くまがいこどもクリニック,CODE,G004518,代表,くまがいこどもクリニック 尼崎市 公式サイト
313700709109,織田医院,2812101729,676-0017,兵庫県,高砂市荒井町東本町２０番２号,,織田医院,CODE,G004519,代表,織田医院 高砂市 公式サイト
313700662982,高田泌尿器科,2813008675,660-0823,兵庫県,尼崎市大物町２丁目２－１,,高田泌尿器科,CODE,G004520,代表,高田泌尿器科 尼崎市 公式サイト
313561076412,とみた脳神経クリニック,2813026552,661-0035,兵庫県,尼崎市武庫之荘１丁目１８番５号武庫之荘メディカルキューブ１Ｆ,,とみた脳神経クリニック,CODE,G004521,代表,とみた脳神経クリニック 尼崎市 公式サイト
313707923158,秋澤診療所,2812801047,675-0147,兵庫県,加古郡播磨町南大中１丁目８番３７号,,秋澤診療所,CODE,G004522,代表,秋澤診療所 加古郡播磨町 公式サイト
313707843291,今村内科医院,2812204432,675-0065,兵庫県,加古川市加古川町篠原町１１１番地,,今村内科医院,CODE,G004523,代表,今村内科医院 加古川市 公式サイト
313707843290,赤松眼科医院,2812300891,673-0403,兵庫県,三木市末広１丁目７番１４号,,赤松眼科医院,CODE,G004524,代表,赤松眼科医院 三木市 公式サイト
313707806435,やぎ整形外科クリニック,2812204689,675-0066,兵庫県,加古川市加古川町寺家町４７番１号ファーミンインテリジェントビル１Ｆ,,やぎ整形外科クリニック,CODE,G004525,代表,やぎ整形外科クリニック 加古川市 公式サイト
313700744910,寺岡耳鼻咽喉科,2812800635,675-0150,兵庫県,加古郡播磨町南野添三丁目１０番１１号,,寺岡耳鼻咽喉科,CODE,G004526,代表,寺岡耳鼻咽喉科 加古郡播磨町 公式サイト
313571674867,いのうえメンタルクリニック,2812007462,674-0081,兵庫県,明石市魚住町錦が丘四丁目５番地の１ＮＳビル４階,,いのうえメンタルクリニック,CODE,G004527,代表,いのうえメンタルクリニック 明石市 公式サイト
313553854199,依藤診療所,2811900477,675-1372,兵庫県,小野市本町２５４－１,,依藤診療所,CODE,G004528,代表,依藤診療所 小野市 公式サイト
313707923157,医療法人あしたクリニック,2812007157,673-0891,兵庫県,明石市大明石町一丁目３番３号エスポワ明石２階,,あしたクリニック,CODE,G004529,代表,医療法人あしたクリニック 明石市 公式サイト
313707873010,かなもり眼科クリニック,2812007579,673-0891,兵庫県,明石市大明石町１丁目６番１号パピオスあかし３階,,かなもり眼科クリニック,CODE,G004530,代表,かなもり眼科クリニック 明石市 公式サイト
313700814571,藤井眼科クリニック,2812006787,673-0016,兵庫県,明石市松の内２丁目８番地の２,,藤井眼科クリニック,CODE,G004531,代表,藤井眼科クリニック 明石市 公式サイト
313700814570,荒川クリニック,2812101448,676-0014,兵庫県,高砂市荒井町日之出町１０－１１,,荒川クリニック,CODE,G004532,代表,荒川クリニック 高砂市 公式サイト
313663161048,あかしザウルスこどもクリニック,2812007876,674-0062,兵庫県,明石市大久保町谷八木６０８番５,,あかしザウルスこどもクリニック,CODE,G004533,代表,あかしザウルスこどもクリニック 明石市 公式サイト
313656141543,中山神経内科,2812005607,673-0891,兵庫県,明石市大明石町１丁目６番１６号ＳＹＢ２１ビル８階,,中山神経内科,CODE,G004534,代表,中山神経内科 明石市 公式サイト
313587873476,平林皮フ科クリニック,2812007710,674-0051,兵庫県,明石市大久保町大窪４４５番地の１,,平林皮フ科クリニック,CODE,G004535,代表,平林皮フ科クリニック 明石市 公式サイト
313504634564,医療法人社団薫楓会緑駿病院,2811901046,675-1322,兵庫県,小野市匠台７２番１,,薫楓会緑駿病院,CODE,G004536,代表,医療法人社団薫楓会緑駿病院 小野市 公式サイト
313707806434,おさかだ耳鼻咽喉科医院,2811800891,677-0054,兵庫県,西脇市野村町１７９５番地の３４１,,おさかだ耳鼻咽喉科医院,CODE,G004537,代表,おさかだ耳鼻咽喉科医院 西脇市 公式サイト
313700814569,篠山あだち耳鼻咽喉科,2811401153,669-2321,兵庫県,丹波篠山市黒岡１８７－１,,篠山あだち耳鼻咽喉科,CODE,G004538,代表,篠山あだち耳鼻咽喉科 丹波篠山市 公式サイト
313561076411,中務医院,2812004287,673-0846,兵庫県,明石市上ノ丸２－３－３２,,中務医院,CODE,G004539,代表,中務医院 明石市 公式サイト
313707873009,洲本市国民健康保険五色診療所,2811501218,656-1331,兵庫県,洲本市五色町都志大日７０７番地,,洲本市国民健康保険五色診療所,CODE,G004540,代表,洲本市国民健康保険五色診療所 洲本市 公式サイト
313707806433,平林眼科クリニック,2812006670,674-0051,兵庫県,明石市大久保町大窪４４５番地の１,,平林眼科クリニック,CODE,G004541,代表,平林眼科クリニック 明石市 公式サイト
313587873475,李クリニック,2811105283,665-0034,兵庫県,宝塚市小林５丁目９番９５号,,李クリニック,CODE,G004542,代表,李クリニック 宝塚市 公式サイト
313571674866,曽山医院,2811600937,656-2131,兵庫県,淡路市志筑１３９１－９,,曽山医院,CODE,G004543,代表,曽山医院 淡路市 公式サイト
313700744909,ながふじ小児科クリニック,2811103916,665-0874,兵庫県,宝塚市中筋５丁目１０番２３号,,ながふじ小児科クリニック,CODE,G004544,代表,ながふじ小児科クリニック 宝塚市 公式サイト
313700709108,有馬内科消化器科,2811601224,656-2311,兵庫県,淡路市久留麻神田１９０７マンション北の街２階,,有馬内科消化器科,CODE,G004545,代表,有馬内科消化器科 淡路市 公式サイト
313656141542,田中医院,2812004873,674-0094,兵庫県,明石市二見町西二見２０３２,,田中医院,CODE,G004546,代表,田中医院 明石市 公式サイト
313504634563,あんずこどもクリニック,2811105309,665-0011,兵庫県,宝塚市南口１丁目８－２６－３階,,あんずこどもクリニック,CODE,G004547,代表,あんずこどもクリニック 宝塚市 公式サイト
313707923156,つだクリニック,2811105655,665-0882,兵庫県,宝塚市山本南２－１３－５－２Ｆ,,つだクリニック,CODE,G004548,代表,つだクリニック 宝塚市 公式サイト
313700662981,山田眼科医院,2811301361,669-3309,兵庫県,丹波市柏原町柏原１３９９－１,,山田眼科医院,CODE,G004549,代表,山田眼科医院 丹波市 公式サイト
313544877809,小松原医院,2811103999,665-0033,兵庫県,宝塚市伊孑志３丁目２番３１号,,小松原医院,CODE,G004550,代表,小松原医院 宝塚市 公式サイト
313700709107,正井医院,2812007546,674-0082,兵庫県,明石市魚住町中尾２９４番地１,,正井医院,CODE,G004551,代表,正井医院 明石市 公式サイト
313553854198,明石たかぎ耳鼻咽喉科クリニック,2812007397,673-0844,兵庫県,明石市東野町２０８７－１サンビルダー朝霧１Ｆ,,明石たかぎ耳鼻咽喉科クリニック,CODE,G004552,代表,明石たかぎ耳鼻咽喉科クリニック 明石市 公式サイト
313707923155,社会医療法人愛仁会　明石医療センター,2812006431,674-0063,兵庫県,明石市大久保町八木７４３－３３,,愛仁会明石医療センタ,CODE,G004553,代表,社会医療法人愛仁会 明石医療センター 明石市 公式サイト
313707806432,ただいメンタルクリニック,2812007371,673-0886,兵庫県,明石市東仲ノ町６番１号アスピア明石北館２階,,ただいメンタルクリニック,CODE,G004554,代表,ただいメンタルクリニック 明石市 公式サイト
313656141541,斉藤内科クリニック,2811701032,656-0425,兵庫県,南あわじ市榎列小榎列２０６－１,,斉藤内科クリニック,CODE,G004555,代表,斉藤内科クリニック 南あわじ市 公式サイト
313571674865,あきこレディースクリニック,2812006548,673-0846,兵庫県,明石市上ノ丸３丁目１１－８,,あきこレディスクリニック,CODE,G004556,代表,あきこレディースクリニック 明石市 公式サイト
313571674864,特定医療法人誠仁会　大久保病院,2812002430,674-0051,兵庫県,明石市大久保町大窪２０９５番地の１,,誠仁会大久保病院,CODE,G004557,代表,特定医療法人誠仁会 大久保病院 明石市 公式サイト
313707806431,関西学院保健館分室,2811201405,669-1330,兵庫県,三田市学園上ヶ原１番,,関西学院保健館分室,CODE,G004558,代表,関西学院保健館分室 三田市 公式サイト
313663161047,丹波篠山市休日診療所,2811401039,669-2321,兵庫県,丹波篠山市黒岡１９１番地,,丹波篠山市休日診療所,CODE,G004559,代表,丹波篠山市休日診療所 丹波篠山市 公式サイト
313553854197,広野整形外科,2811800917,677-0054,兵庫県,西脇市野村町７７０－２,,広野整形外科,CODE,G004560,代表,広野整形外科 西脇市 公式サイト
313544877808,佐野医院,2812004386,673-0862,兵庫県,明石市松が丘１－１５－３,,佐野医院,CODE,G004561,代表,佐野医院 明石市 公式サイト
313707923154,藤井眼科,2811501127,656-0026,兵庫県,洲本市栄町１丁目３番２７号,,藤井眼科,CODE,G004562,代表,藤井眼科 洲本市 公式サイト
313700814568,回春堂藤本内科循環器内科,2811104344,665-0011,兵庫県,宝塚市南口１丁目８番２０号南口ビル５階,,回春堂藤本内科循環器内科,CODE,G004563,代表,回春堂藤本内科循環器内科 宝塚市 公式サイト
313700744908,オガタファミリークリニック,2811003561,659-0094,兵庫県,芦屋市松ノ内町２番３号エウルビル２、３階,,オガタファミリクリニック,CODE,G004564,代表,オガタファミリークリニック 芦屋市 公式サイト
313587873474,逆瀬川かとう整形外科,2811105143,665-0035,兵庫県,宝塚市逆瀬川１－２－１アピア１　４階,,逆瀬川かとう整形外科,CODE,G004565,代表,逆瀬川かとう整形外科 宝塚市 公式サイト
313707843289,宝塚エデンの園附属診療所,2811101514,665-0025,兵庫県,宝塚市ゆずり葉台３－１－１,,宝塚エデンの園附属診療所,CODE,G004566,代表,宝塚エデンの園附属診療所 宝塚市 公式サイト
313707806430,医療法人敬愛会三田高原病院,2811201355,669-1333,兵庫県,三田市下内神５２５－１,,敬愛会三田高原病院,CODE,G004567,代表,医療法人敬愛会三田高原病院 三田市 公式サイト
313700662980,まるやま整形外科リハビリクリニック,2811105374,665-0021,兵庫県,宝塚市中州１丁目５－１１,,まるやま整形外科リハビリクリニック,CODE,G004568,代表,まるやま整形外科リハビリクリニック 宝塚市 公式サイト
313561076410,かわたクリニック,2811104062,665-0816,兵庫県,宝塚市平井１－４－１８ミキビル１Ｆ,,かわたクリニック,CODE,G004569,代表,かわたクリニック 宝塚市 公式サイト
313504634562,今泉クリニック,2811104146,665-0035,兵庫県,宝塚市逆瀬川２丁目４番３号,,今泉クリニック,CODE,G004570,代表,今泉クリニック 宝塚市 公式サイト
313544877807,川勝クリニック,2811102678,665-0003,兵庫県,宝塚市湯本町６－１８－１０１,,川勝クリニック,CODE,G004571,代表,川勝クリニック 宝塚市 公式サイト
313707843288,きたクリニック,2810926770,663-8111,兵庫県,西宮市二見町８ー１９ライオンズマンション甲子園口二見町１階,,きたクリニック,CODE,G004572,代表,きたクリニック 西宮市 公式サイト
313700814567,さわだ皮ふ科,2811003884,659-0025,兵庫県,芦屋市浜町１０－５メインステージ芦屋浜町１Ｆ,,さわだ皮ふ科,CODE,G004573,代表,さわだ皮ふ科 芦屋市 公式サイト
313700744907,林田ブレストクリニック,2810927067,662-0832,兵庫県,兵庫県西宮市甲風園１丁目８－１１エビータの森３Ｆ,,林田ブレストクリニック,CODE,G004574,代表,林田ブレストクリニック 兵庫県西宮市 公式サイト
313587873473,たきうちクリニック泌尿器科,2810926333,662-0825,兵庫県,西宮市門戸荘１７番１８号メディック門戸３階,,たきうちクリニック泌尿器科,CODE,G004575,代表,たきうちクリニック泌尿器科 西宮市 公式サイト
313707873008,永井医院,2810924130,662-0855,兵庫県,西宮市江上町８番１０号,,永井医院,CODE,G004576,代表,永井医院 西宮市 公式サイト
313707873007,社会医療法人榮昌会　吉田病院,2810505830,652-0803,兵庫県,神戸市兵庫区大開通９丁目２番６号,,榮昌会吉田病院,CODE,G004577,代表,社会医療法人榮昌会 吉田病院 神戸市兵庫区 公式サイト
313700814566,あらた診療所,2810507323,652-0032,兵庫県,神戸市兵庫区荒田町３丁目４７番１号,,あらた診療所,CODE,G004578,代表,あらた診療所 神戸市兵庫区 公式サイト
313700782790,かぎおかクリニック,2810922365,663-8156,兵庫県,西宮市甲子園網引町２番１５号,,かぎおかクリニック,CODE,G004579,代表,かぎおかクリニック 西宮市 公式サイト
313700709106,米本麻酔科クリニック,2810205464,657-0846,兵庫県,神戸市灘区岩屋北町２丁目６－１第２ハイツ中山２０５号室,,米本麻酔科クリニック,CODE,G004580,代表,米本麻酔科クリニック 神戸市灘区 公式サイト
313656141540,みやけ内科クリニック,2810923561,662-0977,兵庫県,西宮市神楽町１１－２７ブルーノ夙川２Ｆ,,みやけ内科クリニック,CODE,G004581,代表,みやけ内科クリニック 西宮市 公式サイト
313656141539,松本整形外科診療所,2810906731,663-8228,兵庫県,西宮市今津二葉町１番２４号,,松本整形外科診療所,CODE,G004582,代表,松本整形外科診療所 西宮市 公式サイト
313571674863,耳鼻咽喉科　足達医院,2810923660,663-8006,兵庫県,西宮市段上町６丁目１９－３４,,耳鼻咽喉科足達医院,CODE,G004583,代表,耳鼻咽喉科 足達医院 西宮市 公式サイト
313707873006,高取産婦人科医院,2810803656,655-0014,兵庫県,神戸市垂水区大町２丁目３－１０,,高取産婦人科医院,CODE,G004584,代表,高取産婦人科医院 神戸市垂水区 公式サイト
313663161046,西本医院,2810905493,662-0084,兵庫県,西宮市樋之池町２５－１７,,西本医院,CODE,G004585,代表,西本医院 西宮市 公式サイト
313553854196,天理教撫順分教会附設　撫順医院,2810901807,662-0052,兵庫県,西宮市霞町１番３４号,,天理教撫順分教会附設撫順医院,CODE,G004586,代表,天理教撫順分教会附設 撫順医院 西宮市 公式サイト
313707806429,須磨浦病院,2810704383,654-0076,兵庫県,神戸市須磨区一ノ谷町３丁目３番８号,,須磨浦病院,CODE,G004587,代表,須磨浦病院 神戸市須磨区 公式サイト
313700814565,たかとり診療所,2810605309,653-0052,兵庫県,神戸市長田区海運町３丁目４－５,,たかとり診療所,CODE,G004588,代表,たかとり診療所 神戸市長田区 公式サイト
313700782789,南木医院,2810701603,654-0003,兵庫県,神戸市須磨区神撫町１丁目３－１,,南木医院,CODE,G004589,代表,南木医院 神戸市須磨区 公式サイト
313700744906,心療内科・精神科　ひつじ診療所,2810106282,658-0072,兵庫県,神戸市東灘区岡本１丁目１２番１４岡本Ｔ＋Ｔビル２階,,心療内科精神科ひつじ診療所,CODE,G004590,代表,心療内科・精神科 ひつじ診療所 神戸市東灘区 公式サイト
313700662979,やなぎさわ眼科,2810206462,657-0068,兵庫県,神戸市灘区篠原北町１丁目１番５号シャーメゾン六甲山手１階,,やなぎさわ眼科,CODE,G004591,代表,やなぎさわ眼科 神戸市灘区 公式サイト
313561075449,おぎの小児科,2810803458,655-0853,兵庫県,神戸市垂水区つつじが丘４丁目５－３,,おぎの小児科,CODE,G004592,代表,おぎの小児科 神戸市垂水区 公式サイト
313561075448,むらかみ内科クリニック,2810206504,657-0051,兵庫県,神戸市灘区八幡町２丁目８－７セントビル２Ｆ,,むらかみ内科クリニック,CODE,G004593,代表,むらかみ内科クリニック 神戸市灘区 公式サイト
